iter	Passed	Remaining
608	2464	773
609	2468	768
610	2472	764
611	2476	760
612	2480	756
613	2483	752
614	2487	748
615	2491	744
616	2495	740
617	2499	735
618	2502	731
619	2507	727
620	2511	723
621	2515	719
622	2519	715
623	2523	711
624	2527	707
625	2530	703
626	2534	699
627	2538	695
628	2542	691
629	2545	686
630	2549	682
631	2553	678
632	2557	674
633	2561	670
634	2564	666
635	2568	662
636	2572	658
637	2577	654
638	2581	650
639	2584	646
640	2588	642
641	2592	638
642	2596	633
643	2600	629
644	2603	625
645	2608	621
646	2611	617
647	2615	613
648	2620	609
649	2625	605
650	2628	601
651	2633	597
652	2636	593
653	2640	589
654	2644	585
655	2648	581
656	2652	577
657	2656	573
658	2660	569
659	2663	565
660	2668	561
661	2672	557
662	2676	553
663	2680	548
664	2684	545
665	2689	541
666	2692	536
667	2696	532
668	2701	528
669	2704	524
670	2708	520
671	2712	516
672	2716	512
673	2720	508
674	2724	504
675	2728	500
676	2732	496
677	2736	492
678	2740	488
679	2744	484
680	2748	480
681	2752	476
682	2756	472
683	2759	467
684	2763	463
685	2767	459
686	2771	455
687	2774	451
688	2778	447
689	2782	443
690	2786	439
691	2790	435
692	2794	431
693	2798	427
694	2802	423
695	2806	419
696	2811	415
697	2815	411
698	2819	407
699	2823	403
700	2827	399
701	2831	395
702	2836	391
703	2840	387
704	2844	383
705	2847	379
706	2851	375
707	2855	371
708	2859	367
709	2863	363
710	2867	358
711	2871	354
712	2875	350
713	2879	346
714	2883	342
715	2887	338
716	2891	334
717	2895	330
718	2899	326
719	2903	322
720	2906	318
721	2910	314
722	2914	310
723	2918	306
724	2923	302
725	2926	298
726	2930	294
727	2935	290
728	2939	286
729	2943	282
730	2947	278
731	2950	274
732	2954	270
733	2958	266
734	2962	261
735	2966	257
736	2970	253
737	2974	249
738	2978	245
739	2981	241
740	2985	237
741	2989	233
742	2993	229
743	2997	225
744	3001	221
745	3005	217
746	3009	213
747	3012	209
748	3016	205
749	3021	201
750	3025	197
751	3028	193
752	3033	189
753	3036	185
754	3040	181
755	3044	177
756	3048	173
757	3052	169
758	3056	165
759	3060	161
760	3064	157
761	3068	153
762	3071	148
763	3076	144
764	3079	140
765	3084	136
766	3088	132
767	3092	128
768	3096	124
769	3100	120
770	3104	116
771	3108	112
772	3112	108
773	3116	104
774	3119	100
775	3124	96
776	3128	92
777	3132	88
778	3136	84
779	3140	80
780	3143	76
781	3147	72
782	3151	68
783	3155	64
784	3159	60
785	3163	56
786	3167	52
787	3171	48
788	3175	44
789	3180	40
790	3184	36
791	3188	32
792	3192	28
793	3196	24
794	3200	20
795	3204	16
796	3208	12
797	3212	8
798	3216	4
799	3220	0
